Name,URL,Genossenschaft,Typ Einträge,Select,AI Summary Zusammenleben
Sunnige Hof - Statuten,https://sunnigehof.ch/app/uploads/Statuten_Siedlungsgenossenschaft_Sunnige_Hof_2022_final.pdf,Sunnige Hof,Statuten,PDF,"Die Genossenschaft Sunnige Hof sorgt laut Statuten für:

1. Gute soziale Durchmischung:
- Sie bietet Wohnraum für alle Bevölkerungskreise, darunter Familien, Behinderte und Betagte (ältere Menschen). Ziel ist eine Durchmischung verschiedener Gesellschaftsgruppen und Einzelpersonen (Art. 3).
- Die Genossenschaft strebt einen Ausgleich der Mietzinsbelastung nach sozialen Gesichtspunkten an (Solidaritätsfonds, Art. 19, 23d), was Menschen mit unterschiedlichen Einkommen zugutekommt.
- Die Vermietung erfolgt nach einem Reglement, das vom Verwaltungsrat erlassen wird und auf eine angemessene Belegung achtet (Art. 4, 6).
- Es wird Wert auf Nutzungsflexibilität der Wohnungen gelegt, um verschiedene Bedürfnisse (z.B. Familien, ältere Menschen, junge Erwachsene) zu berücksichtigen (Art. 5).

2. Gutes Zusammenleben:
- Es gibt Siedlungskommissionen, die das Siedlungsleben mit Anlässen aller Art stärken (Art. 36).
- Tätigkeiten im Rahmen der Mitwirkung und im Interesse des Siedlungslebens (z.B. Siedlungskommission) werden entschädigt (Art. 24 Abs. 5).
- Die Mitwirkung erfolgt über Siedlungsversammlungen, Delegiertenversammlungen und Arbeitsgruppen, um den Austausch und die Meinungsbildung zu fördern (Art. 36bis).
- Der Verwaltungsrat kann Aufgaben an Kommissionen oder eine Geschäftsstelle übertragen, die nicht aus Genossenschaftsmitgliedern bestehen muss (Art. 32).
- Die Genossenschaft fördert eine gemeinsame Wertebasis, Dialogkultur und unterstützt ideell und materiell Bestrebungen für gutes Wohnen (Art. 3).
- Die Vermietung von Räumen und Flächen für gewerbliche und andere Zwecke ist möglich (Art. 3k), was auf die Bereitstellung von Räumlichkeiten hindeutet.

Weitere Details, wie die konkrete Ausgestaltung der Siedlungskommissionen, die Höhe der finanziellen Mittel oder die Qualifikation von Fachpersonen, werden in separaten Reglementen geregelt, auf die in den Statuten verwiesen wird."
Eigengrund | sge - Anteilsscheine,https://www.eigengrund.ch/cms/upload/Dokumente/Mietunterlagen/Reglemente/Reglement_Genossenschaftsanteile.pdf,Eigengrund | sge,Anteilsscheine,PDF,"Das Reglement der Genossenschaftsanteile der Siedlungsgenossenschaft Eigengrund enthält keine spezifischen Regelungen oder Massnahmen zur Förderung einer guten sozialen Durchmischung (z.B. gezielte Förderung von älteren Menschen, Familien, Menschen mit unterschiedlichem Einkommen oder jungen Erwachsenen). Es werden lediglich die finanziellen Bedingungen für den Erwerb der Mitgliedschaft und der Wohnungsanteile geregelt.

Auch zum guten Zusammenleben (z.B. Siedlungskommissionen, finanzielle Mittel, Unterstützung durch die Genossenschaft, Fachpersonen, Bereitstellung von Räumlichkeiten) finden sich im Reglement keine Angaben. Das Dokument beschränkt sich auf die finanziellen und administrativen Aspekte der Genossenschaftsanteile und deren Bezahlung, auch aus Mitteln der beruflichen Vorsorge.

Weitere Informationen zu sozialen oder gemeinschaftlichen Aspekten müssten in anderen Reglementen oder den Statuten der Genossenschaft zu finden sein."
MBGZ - Statuten,https://www.mbgz.ch/wp-content/uploads/2025/03/Statuten_MBGZ.pdf,MBGZ,Statuten,PDF,"Die Genossenschaft MBGZ sorgt laut ihren Statuten auf verschiedene Weise für soziale Durchmischung und ein gutes Zusammenleben:

1. Soziale Durchmischung:
- Die Genossenschaft verfolgt den Zweck, preisgünstigen Wohnraum für Familien und andere Formen gemeinschaftlichen Zusammenlebens zu schaffen und zu erhalten. Sie fördert das Zusammenleben im Sinne gesellschaftlicher Verantwortung und Solidarität (Art. 3).
- Es wird Wert auf hohe Nutzungsflexibilität der Wohnungen gelegt, um auch künftige Bedürfnisse (z.B. für verschiedene Altersgruppen und Familienformen) zu berücksichtigen (Art. 5).
- Bei grösseren Umbauten und Ersatzneubauten wird auf ein sozialverträgliches Vorgehen geachtet, und bisherigen Mietern wird nach Möglichkeit ein Umsiedlungsobjekt angeboten (Art. 5).
- Die Belegungsvorschriften (Art. 4) sorgen dafür, dass Wohnungen nicht dauerhaft unterbelegt sind, was Platz für Familien und verschiedene Haushaltsgrössen schafft.
- Die Genossenschaft ist politisch und konfessionell neutral und nicht gewinnstrebig, was den Zugang für verschiedene soziale Gruppen erleichtert (Art. 3).

2. Gutes Zusammenleben:
- Es gibt Siedlungsorgane: Siedlungsversammlungen und Siedlungskommissionen (Art. 40, 41). Die Siedlungskommissionen pflegen das genossenschaftliche Zusammenleben, fördern Aktivitäten und verwalten ggf. Siedlungslokale.
- Die Aktivitäten der Siedlungskommissionen werden durch einen monatlichen Beitrag in den Siedlungsfonds finanziert, der mit dem Mietzins eingezogen wird (Art. 41).
- Die Siedlungskommissionen dienen als Bindeglied zwischen Siedlung und Vorstand und werden von den Bewohnern gewählt.
- Es werden Räumlichkeiten (Siedlungslokale) zur Verfügung gestellt, die von der Siedlungskommission verwaltet werden können (Art. 41).
- Die Genossenschaft fördert genossenschaftliche Aktivitäten und unterstützt Bestrebungen für gutes Wohnen (Art. 3, 41).
- Die Statuten erwähnen keine explizit ausgebildeten Fachpersonen für das Zusammenleben, aber die Organisation sieht verschiedene Gremien und Kommissionen vor, die das Zusammenleben aktiv gestalten.

Weitere Informationen:
- Die Genossenschaft hat verschiedene Fonds, darunter einen Siedlungsfonds und einen Genossenschaftsfonds, die für Aktivitäten und das Zusammenleben genutzt werden können (Art. 23).
- Die Mitglieder sind verpflichtet, an genossenschaftlichen Aktivitäten teilzunehmen und in Gremien mitzuwirken (Art. 14).

Quelle: Statuten MBGZ, https://www.mbgz.ch/wp-content/uploads/2025/03/Statuten_MBGZ.pdf"
GEWOBAG - Anteilsscheine,https://www.gewobag.ch/pdf/leitbild_statuten_reglement/Reglemente_GEWOBAG_2022.pdf,GEWOBAG,Anteilsscheine,PDF,"Die GEWOBAG trifft verschiedene Massnahmen, um eine gute soziale Durchmischung und ein gutes Zusammenleben zu gewährleisten:

1. Gute soziale Durchmischung:
- Bei wertvermehrenden Investitionen, Abbruch- und Erneuerungsprojekten wird darauf geachtet, dass weiterhin eine soziale Durchmischung und Kontinuität in der Siedlung möglich ist. Dies geschieht durch Etappierung der Bauvorhaben, Schaffung von Alterswohnungen, neue Subventionen, Verbilligung der neuen Wohnungen durch den Solidaritätsfonds und Vorrechte für bisherige Mieter/innen beim Bezug neuer Wohnungen. Damit wird auch älteren Menschen, Familien und verschiedenen Einkommensgruppen der Zugang ermöglicht.
- Der Solidaritätsfonds dient u.a. der Verbilligung von Mietzinsen, insbesondere für schwer vermietbare Wohnungen, was Menschen mit tieferem Einkommen zugutekommt.
- AHV- und IV-Bezüger/innen mit Anspruch auf Ergänzungsleistungen können Unterstützung beim Anteilkapital erhalten, was älteren und finanziell schwächeren Personen den Zugang erleichtert.

2. Gutes Zusammenleben:
- Es gibt Siedlungskommissionen, die das genossenschaftliche Zusammenleben fördern und als Bindeglied zwischen Vorstand/Geschäftsstelle und den Bewohner/innen fungieren. Sie organisieren gesellschaftliche und kulturelle Anlässe und vertreten die Interessen der Siedlung.
- Siedlungsversammlungen ermöglichen Mitbestimmung und Diskussion siedlungsspezifischer Fragen.
- Die Siedlungskommissionen verfügen über eine eigene Siedlungskasse, die durch Mitgliederbeiträge, Beiträge der Geschäftsstelle und Spenden geäufnet wird. Damit können Anlässe und soziale Aktivitäten finanziert werden.
- Die Funktionen in der Siedlungskommission sind ehrenamtlich, für besondere Aufgaben kann eine Spesenentschädigung ausgerichtet werden.
- Es werden keine explizit ausgebildeten Fachpersonen erwähnt, aber die Strukturen und finanziellen Mittel zur Förderung des Zusammenlebens sind vorhanden.
- Bei umfassenden Sanierungen werden Ersatzinfrastrukturen kostenlos zur Verfügung gestellt.
- Die Siedlungskommission kann für neugeborene Kinder oder bei Krankheit von Genossenschaftern/innen Beiträge beschliessen.
- Die Siedlungskommissionen können auch Räumlichkeiten für Anlässe organisieren.

Weitere Informationen:
- Die Mitwirkung der Bewohner/innen ist bei grösseren Projekten (z.B. Sanierungen, Neubauten) durch Einbezug in Konzeptstudien, Siedlungs- und Generalversammlungen sichergestellt.
- Die GEWOBAG ist Mitglied bei verschiedenen genossenschaftlichen und wohnpolitischen Organisationen, was auf eine breite Vernetzung und Orientierung an gemeinnützigen Standards hinweist.

Quelle: Reglemente GEWOBAG, insbesondere Seiten 9–18."
GEWOBAG - Statuten,https://www.gewobag.ch/pdf/leitbild_statuten_reglement/Statuten_GEWOBAG.pdf,GEWOBAG,Statuten,PDF,"Die GEWOBAG setzt sich laut ihren Statuten für folgende Punkte ein:

1. Gute soziale Durchmischung:
- Die Genossenschaft fördert das Zusammenleben verschiedener Gesellschaftsgruppen und Einzelpersonen im Sinne gesellschaftlicher Verantwortung und gegenseitiger Solidarität (Art. 3 Abs. 1).
- Sie ist konfessionell und politisch neutral und verfolgt keine Gewinnabsicht (Art. 3 Abs. 3, 5).
- Die Siedlungen werden nach Familienfreundlichkeit bewertet, und es wird Wert auf langfristige Vermietbarkeit gelegt (Art. 3 Abs. 2e).
- Es gibt einen Solidaritätsfonds, der insbesondere der Verbilligung des Mietzinses nach Renovationen und bei Neubauten dient (Art. 13 Abs. 1c).
- Die Statuten machen keine expliziten Vorgaben zu Altersgruppen oder Einkommensschichten, aber die Förderung der sozialen Durchmischung und Solidarität ist als Grundsatz festgehalten.

2. Gutes Zusammenleben:
- Die Förderung von genossenschaftlichen Aktivitäten in den Siedlungen ist explizit als Zweck genannt (Art. 3 Abs. 2h).
- Es gibt Siedlungskommissionen, die als Bindeglied zwischen Siedlung und Vorstand fungieren und die Interessen der Siedlung wahren (Art. 32).
- Siedlungsversammlungen werden durchgeführt, um siedlungsspezifische Fragen gemeinsam zu behandeln (Art. 31).
- Die Aufgaben der Siedlungskommissionen und die Durchführung der Versammlungen werden in Reglementen geregelt, die von der Generalversammlung genehmigt werden müssen.
- Es gibt einen Solidaritätsfonds, der für soziale Zwecke (z.B. Mietzinsverbilligung) eingesetzt werden kann (Art. 13).
- Die Statuten erwähnen nicht explizit ausgebildete Fachpersonen oder die Bereitstellung von Räumlichkeiten, aber die Förderung des Zusammenlebens und die Unterstützung durch Kommissionen und Fonds sind vorgesehen.

Weitere Informationen:
- Die Organe der Genossenschaft umfassen u.a. die Siedlungskommissionen und Siedlungsversammlungen (Art. 17).
- Die Genossenschaft kann sich an Unternehmen mit ähnlichen Zielsetzungen beteiligen und ist Mitglied bei Dachorganisationen gemeinnütziger Baugenossenschaften (Art. 3 Abs. 4).

Quelle: Statuten GEWOBAG, Stand 3. Juni 2021."
Kalkbreite - Anteilsscheine,https://cdn.prod.website-files.com/68be80e4caeb75a63dc55bb3/68be8ea84b64e8c3dd8dd836_Reg_berufliche_Vorsorge_neues-Layout.pdf,Kalkbreite,Anteilsscheine,PDF,"Das vorliegende Reglement der Genossenschaft Kalkbreite bezieht sich ausschließlich auf die Bezahlung von Genossenschaftsanteilen mit Mitteln der beruflichen Vorsorge. Es enthält keine Informationen darüber, wie die Genossenschaft eine gute soziale Durchmischung oder ein gutes Zusammenleben gewährleistet. Es werden keine Aussagen zu Altersdurchmischung, Einkommensvielfalt, Familien, jungen Erwachsenen, Siedlungskommissionen, finanziellen Mitteln für das Zusammenleben, Unterstützung durch die Genossenschaft, Fachpersonen oder zur Bereitstellung von Räumlichkeiten gemacht. Das Dokument regelt ausschließlich die formalen und finanziellen Abläufe rund um die Einzahlung und Rückzahlung von Genossenschaftsanteilen mittels Pensionskassengeldern."
Kalkbreite - Statuten,https://cdn.prod.website-files.com/68be80e4caeb75a63dc55bb3/68be8c1e7ec299de43ac834e_Statuten_Kalkbreite_2025.pdf,Kalkbreite,Statuten,PDF,"Die Genossenschaft Kalkbreite fördert laut Statuten ausdrücklich die soziale Durchmischung und gemeinschaftliche Einrichtungen. Sie erstellt und vermietet preiswerten Wohn- und Gewerberaum, wobei die Förderung sozialer Durchmischung als expliziter Zweck genannt wird. Die Vermietungsgrundsätze werden in einem Reglement geregelt, das auch die Belegungsvorschriften und die Möglichkeit von Unterbelegungsbeiträgen (Solidaritätsfonds) enthält. Damit wird sichergestellt, dass verschiedene Haushaltsgrössen und Lebenssituationen (z.B. Familien, ältere Menschen, junge Erwachsene) Platz finden können.

Die Genossenschaft organisiert sich nach den Grundsätzen der Selbstverwaltung und Mieterinnenmitsprache und schafft entsprechende Gremien. Der Vorstand kann Kommissionen einsetzen und deren Aufgaben festlegen. Es gibt also Strukturen, die das Zusammenleben fördern, und die Mitglieder werden aktiv in die Organisation eingebunden. Die Statuten erwähnen auch die Möglichkeit von Beiträgen zugunsten eines Solidaritätsfonds, der für gemeinschaftliche Zwecke verwendet werden kann.

Ob es ausgebildete Fachpersonen gibt oder wie genau die Unterstützung im Alltag aussieht, ist in den Statuten nicht detailliert geregelt. Die Details zur Vermietung, Belegung und Unterstützung werden in separaten Reglementen festgelegt, die von der Generalversammlung genehmigt werden müssen. Räumlichkeiten für gemeinschaftliche Zwecke werden nicht explizit erwähnt, sind aber durch die Förderung gemeinschaftlicher Einrichtungen implizit vorgesehen.

Zusammengefasst: Die Genossenschaft sorgt durch Reglemente, Gremien und Fonds für soziale Durchmischung und gutes Zusammenleben, die konkrete Ausgestaltung erfolgt in weiteren Reglementen und durch die Selbstverwaltung der Mitglieder."
Hofgarten | geho - Anteilsscheine,https://www.geho.ch/site/assets/files/92346/geho_reglement_genossenschaftsanteile_28_11_2024.pdf,Hofgarten | geho,Anteilsscheine,PDF,"Die Genossenschaft Hofgarten sorgt für eine gute soziale Durchmischung, indem sie folgende Massnahmen trifft:
- Für Personen mit tiefem Einkommen kann auf Antrag und mit Nachweis (Steuerrechnung) die Höhe der Wohnungsanteile um 50% reduziert werden, wenn das steuerbare Einkommen unter CHF 60'000 liegt. Auch das Vermögen wird berücksichtigt. Die Berechtigung wird alle drei Jahre überprüft.
- In besonderen Härtefällen sind Ratenzahlungen oder eine Übernahme eines Teilbetrags durch den Solidaritätsfonds möglich, was den Zugang für Menschen mit weniger finanziellen Mitteln erleichtert.
- Es gibt die Möglichkeit, Wohnungsanteile aus Mitteln der beruflichen Vorsorge zu erwerben.

Zu den anderen Aspekten (soziale Durchmischung nach Alter, Familien, junge Erwachsene, Siedlungskommissionen, Unterstützung für das Zusammenleben, Fachpersonen, Räumlichkeiten) enthält das Reglement keine spezifischen Angaben. Es regelt primär die finanziellen Bedingungen und Modalitäten der Genossenschaftsanteile."
Hofgarten | geho - Statuten,https://www.geho.ch/site/assets/files/2126/geho_statuten_20230601.pdf,Hofgarten | geho,Statuten,PDF,"Die Genossenschaft Hofgarten fördert laut ihren Statuten eine gute soziale Durchmischung und ein gutes Zusammenleben wie folgt:

1. Gute soziale Durchmischung:
- Die Genossenschaft verpflichtet sich, Wohnraum zu tragbaren finanziellen Bedingungen bereitzustellen und nutzt Förderinstrumente nach dem Wohnraumförderungsgesetz sowie kantonale und kommunale Gesetze (Art. 3).
- Die Vermietung erfolgt grundsätzlich zu Selbstkosten, ohne Gewinnstreben, und richtet sich bei staatlich geförderten Wohnungen nach den entsprechenden Vorschriften (Art. 4).
- Es gibt ein Vermietungsreglement, das vom Vorstand erlassen wird und die Details der Vergabe regelt. Die Statuten schreiben vor, dass Wohnungsgrösse und Zahl der BenutzerInnen in einem angemessenen Verhältnis stehen müssen, und bei Unterbelegung ist ein Wechsel in eine kleinere Wohnung vorgesehen (Art. 4).
- Die Genossenschaft verpflichtet sich zur nachhaltigen Entwicklung in den Bereichen Sozialwesen, Ökonomie und Ökologie und fördert das Zusammenleben im Sinne gesellschaftlicher Verantwortung und Solidarität (Art. 3).
- Es wird nicht explizit erwähnt, dass gezielt auf Altersgruppen, Einkommensschichten oder Familien Rücksicht genommen wird, aber die Grundsätze und das Vermietungsreglement bieten die Grundlage für eine soziale Durchmischung.

2. Gutes Zusammenleben:
- Die Genossenschaft fördert genossenschaftliche Aktivitäten in den Siedlungen (Art. 3).
- Es gibt einen Solidaritätsfonds, der für soziale und ökologische Vorhaben im Interesse der Genossenschaft verwendet wird (Art. 23). Die Mittel werden vom Vorstand verwaltet.
- Mitglieder sind verpflichtet, nach Möglichkeit an genossenschaftlichen Aktivitäten teilzunehmen und in Gremien mitzuwirken (Art. 14).
- Der Vorstand kann die Geschäftsführung oder einzelne Bereiche an Kommissionen oder eine Geschäftsstelle delegieren (Art. 32). Kommissionsmitglieder müssen nicht Mitglied der Genossenschaft sein.
- Mitglieder von Kommissionen haben Anspruch auf ein massvolles Sitzungsgeld und Auslagenersatz (Art. 24).
- Es wird nicht explizit erwähnt, dass es ausgebildete Fachpersonen für das Zusammenleben gibt oder dass spezifische Räumlichkeiten zur Verfügung gestellt werden, aber die Förderung von Aktivitäten und die Möglichkeit, Kommissionen einzusetzen, sind gegeben.

Weitere Informationen:
- Die Genossenschaft ist gemeinnützig und nicht gewinnstrebig.
- Die Statuten betonen Solidarität, Nachhaltigkeit und die Förderung des Zusammenlebens.
- Details zur sozialen Durchmischung und zum Zusammenleben werden im Vermietungsreglement und weiteren Reglementen geregelt, die vom Vorstand erlassen werden.

Quelle: Statuten der Genossenschaft Hofgarten, 1. Juni 2023."
Dreieck - Statuten,https://genossenschaftdreieck.ch/wp-content/uploads/2023/11/Statuten_2023.pdf,Dreieck,Statuten,PDF,"Die Genossenschaft Dreieck fördert laut Statuten ausdrücklich die soziale Durchmischung der Mieterschaft und den Ausgleich der Mietzinse nach dem Grundsatz der Solidarität (Art. 5). Es wird ein Solidaritätsfonds geführt, und es können Solidaritätsbeiträge erhoben werden, um einen Mietzinsausgleich zu ermöglichen (Art. 9, Art. 21, Art. 39). Die Vermietungsgrundsätze und ein entsprechendes Reglement werden vom Vorstand erlassen und von der Generalversammlung genehmigt (Art. 37). Die Genossenschaft achtet auf angemessene Verhältnisse zwischen Wohn- und Gewerberaum sowie auf eine ausgewogene Belegung.

Für das gute Zusammenleben sieht die Genossenschaft die Mitsprache und Vertretung der Mieterschaft in allen Gremien vor (Art. 4). Der Vorstand kann Kommissionen einsetzen, darunter eine Baukommission (mit Mieterinnen und Fachleuten) und eine Verwaltungskommission (mit angemessener Repräsentation der Mieterschaft, Art. 31). Mitglieder von Kommissionen können entschädigt werden (Art. 22). Die Statuten erwähnen keine expliziten ausgebildeten Fachpersonen für das Zusammenleben, aber die Organisation sieht Mitsprache, Kommissionen und Selbstverwaltung vor. Über die Verwendung von Geldern, Fonds und die Bereitstellung von Räumlichkeiten entscheiden Vorstand und Generalversammlung. 

Weitere Details, wie spezielle Angebote für bestimmte Alters- oder Einkommensgruppen, werden in den Statuten nicht explizit genannt, aber die Förderung der sozialen Durchmischung und Solidarität ist ein zentrales Ziel."
Baufreunde - Statuten,https://baufreunde.ch/app/uploads/statuten-baufreunde-2018.pdf,Baufreunde,Statuten,PDF,"Die Genossenschaft Baufreunde setzt sich laut ihren Statuten für folgende Punkte ein:

1. Gute soziale Durchmischung:
- Im Zweckartikel (Art. 3) steht, dass die Genossenschaft „Räume für alle Bevölkerungskreise“ anbietet und das Zusammenleben im Sinne „gesamtgesellschaftlicher Verantwortung und gegenseitiger Solidarität“ fördert. Das spricht für eine soziale Durchmischung, auch bezüglich Alter, Einkommen, Familien und Einzelpersonen.
- Die Vermietung erfolgt zu Kostenmiete (Art. 4), was auch Menschen mit tieferem Einkommen Zugang ermöglicht.
- Es gibt keine expliziten Vorgaben zu Quoten für bestimmte Gruppen (z.B. Familien, ältere Menschen, junge Erwachsene), aber der Zweck und die Formulierungen deuten auf eine breite soziale Durchmischung hin.

2. Gutes Zusammenleben:
- Die Förderung von „genossenschaftlichen Aktivitäten in den Siedlungen“ ist explizit als Mittel zur Zweckverfolgung genannt (Art. 3 Abs. 2f).
- Der Vorstand kann „besondere Kommissionen einsetzen und deren Aufgaben festlegen“ (Art. 30 Abs. 3), was die Möglichkeit für Siedlungskommissionen oder ähnliche Gremien bietet.
- Es gibt einen Personalfonds (Art. 21), der für Personalaufwendungen genutzt werden kann, was auf finanzielle Ressourcen für gemeinschaftsfördernde Aufgaben hindeutet.
- Mitglieder von Kommissionen und Ausschüssen erhalten Sitzungsgelder und Spesenersatz (Art. 23), was die Arbeit in solchen Gremien unterstützt.
- Ob es ausgebildete Fachpersonen gibt, ist nicht explizit geregelt.
- Die Statuten erwähnen nicht ausdrücklich die Bereitstellung von Gemeinschaftsräumen, aber die Förderung von Aktivitäten und die Möglichkeit, Kommissionen einzusetzen, deuten darauf hin, dass solche Strukturen unterstützt werden können.

Weitere Informationen:
- Die Genossenschaft ist politisch und konfessionell neutral.
- Die Mitgliedschaft steht allen offen, die die finanziellen Bedingungen erfüllen (Art. 7).
- Die Genossenschaft ist gemeinnützig und nicht gewinnorientiert."
röntgenhof | GBRZ - Statuten,https://www.roentgenhof.ch/wp-content/uploads/2020/12/GBRZ_Statuten_2019.pdf,röntgenhof | GBRZ,Statuten,PDF,"Die Genossenschaft Röntgenhof Zürich (GBRZ) fördert soziale Durchmischung und gutes Zusammenleben wie folgt:

1. Soziale Durchmischung:
- Bei der Wohnungsvergabe sind die „allgemeinen Interessen der Genossenschaft und die persönlichen Verhältnisse der Anwärter, insbesondere in sozialer Hinsicht, zu berücksichtigen“ (Art. 3.5). Das spricht für eine bewusste soziale Durchmischung, auch wenn keine expliziten Quoten für Altersgruppen oder Einkommensschichten genannt werden.
- Die Genossenschaft ist politisch und konfessionell neutral und verpflichtet sich, Wohnungen zu günstigen Bedingungen zu verschaffen (Art. 1.2).
- Es gibt keine Einschränkungen bezüglich Alter, Einkommen oder Familienstand für die Mitgliedschaft (Art. 2.1). Jede handlungsfähige Person kann Mitglied werden.
- Die Statuten erwähnen keine spezifischen Regelungen für Familien, ältere Menschen oder junge Erwachsene, aber die soziale Berücksichtigung bei der Wohnungsvergabe lässt eine gewisse Flexibilität und Offenheit erkennen.

2. Gutes Zusammenleben:
- Es gibt eine Schlichtungskommission (Art. 9), deren Aufgabe es ist, Streitigkeiten zwischen Mietern gütlich beizulegen.
- Der Vorstand kann Kommissionen bilden und den Rat von Fachleuten einholen (Art. 7.2), was Unterstützung für das Zusammenleben ermöglicht.
- Die Statuten erwähnen Fonds wie den Solidaritätsfonds und Mietzinsreservefonds (Art. 4.4.5), die finanzielle Unterstützung für soziale Anliegen bieten können.
- Es gibt keine explizite Erwähnung von Siedlungskommissionen, ausgebildeten Fachpersonen für das Zusammenleben oder die Bereitstellung von Gemeinschaftsräumen in den Statuten.
- Die Unterstützung durch die Genossenschaft erfolgt vor allem durch die Organe (Vorstand, Schlichtungskommission) und die Möglichkeit, Fachleute beizuziehen.

Weitere Informationen:
- Die Genossenschaft ist verpflichtet, ihre Bauten jeder spekulativen Verwendung zu entziehen (Art. 3.1).
- Die Mitglieder müssen selbst in der gemieteten Wohnung wohnen (Art. 3.7).
- Die Genossenschaft kann sich mit zweckverwandten Organisationen verbinden, sofern dies den Interessen dient (Art. 1.2.6).

Insgesamt legt die GBRZ Wert auf soziale Aspekte bei der Wohnungsvergabe und stellt Strukturen für ein gutes Zusammenleben bereit, ohne jedoch sehr detaillierte oder spezifische Vorgaben für einzelne Gruppen oder Maßnahmen zu machen."
Limmattal | GBL - Statuten,https://gbl.ch/downloads/statuten-reglemente/Statuten_GBL_2022.pdf#view=fit,Limmattal | GBL,Statuten,PDF,"Die Genossenschaft GBL fördert laut Statuten eine gute soziale Durchmischung und ein gutes Zusammenleben wie folgt:

1. Soziale Durchmischung:
- Die Genossenschaft verfolgt den Zweck, ihren Mitgliedern guten und preisgünstigen Wohnraum zu verschaffen und das Zusammenleben im Sinne gesamtgesellschaftlicher Verantwortung und Solidarität zu fördern.
- Die Vermietung erfolgt an Genossenschafter:innen, wobei die Wohnungsgrösse und die Zahl der Benutzer:innen in einem angemessenen Verhältnis stehen sollen. Es gibt Belegungsvorschriften, die im Vermietungsreglement geregelt sind.
- Die Statuten erwähnen explizit die Förderung von genossenschaftlichen Aktivitäten in den Siedlungen.
- Bei grösseren Umbauten und Ersatzneubauten wird auf ein sozialverträgliches Vorgehen geachtet, und bisherige Mieter:innen werden bei der Neuvermietung bevorzugt, sofern sie die Anforderungen erfüllen.
- Es gibt keine expliziten Vorgaben zu Altersgruppen oder Einkommensschichten in den Statuten, aber durch die Ausrichtung auf preisgünstigen Wohnraum und die Anwendung von Wohnbauförderungsvorschriften wird eine gewisse soziale Durchmischung gefördert.

2. Gutes Zusammenleben:
- Die Förderung des Zusammenlebens ist als Zweck in den Statuten verankert.
- Die Genossenschaft kann Kommissionen oder Ausschüsse einsetzen, die sich um verschiedene Aufgaben kümmern (Kompetenzdelegation des Vorstands).
- Es werden genossenschaftliche Aktivitäten in den Siedlungen gefördert.
- Die Statuten sehen vor, dass Fonds für verschiedene Zwecke (z.B. Erneuerungsfonds) gebildet werden können, was auch finanzielle Mittel für gemeinschaftliche Anliegen ermöglichen kann.
- Es gibt keine explizite Erwähnung von ausgebildeten Fachpersonen oder Siedlungskommissionen, aber der Vorstand kann Aufgaben delegieren und Reglemente erlassen, die solche Strukturen ermöglichen.
- Die Statuten regeln nicht explizit die Bereitstellung von Gemeinschaftsräumen, aber hochwertige, kindergerechte und kommunikationsfördernde Aussenräume werden beim Bau und Unterhalt der Gebäude als wichtig genannt.

Weitere Informationen:
- Die Genossenschaft ist politisch und konfessionell neutral.
- Die Mitglieder sind verpflichtet, sich aktiv am Genossenschaftsleben zu beteiligen.
- Die Genossenschaft kann sich an anderen Organisationen mit ähnlichen Zielen beteiligen.

Quelle: Statuten GBL, gültig ab 19. Mai 2022."
